ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
ESMX,medium_airport,VÃ¤xjÃ¶ Kronoberg Airport,610.0,EU,SE,SE-G,VÃ¤xjÃ¶,ESMX,VXO,,"14.727999687194824, 56.929100036621094"
ESND,medium_airport,Sveg Airport,1178.0,EU,SE,SE-Z,,ESND,EVG,,"14.422900199890137, 62.04779815673828"
ESNG,medium_airport,GÃ¤llivare Airport,1027.0,EU,SE,SE-BD,GÃ¤llivare,ESNG,GEV,,"20.814599990844727, 67.13240051269531"
ESNH,closed,Hudiksvall Airport,95.0,EU,SE,SE-X,Hudiksvall,ESNH,HUV,,"17.0806999207, 61.7681007385"
ESNK,medium_airport,Kramfors SollefteÃ¥ Airport,34.0,EU,SE,SE-Y,Kramfors / SollefteÃ¥,ESNK,KRF,,"17.76889991760254, 63.04859924316406"
ESNL,medium_airport,Lycksele Airport,705.0,EU,SE,SE-AC,,ESNL,LYC,,"18.71619987487793, 64.54830169677734"
ESNN,medium_airport,Sundsvall-HÃ¤rnÃ¶sand Airport,16.0,EU,SE,SE-Y,Sundsvall/ HÃ¤rnÃ¶sand,ESNN,SDL,,"17.443899154663086, 62.528099060058594"
ESNO,medium_airport,ÃrnskÃ¶ldsvik Airport,354.0,EU,SE,SE-Y,ÃrnskÃ¶ldsvik,ESNO,OER,,"18.989999771118164, 63.40829849243164"
ESNQ,medium_airport,Kiruna Airport,1508.0,EU,SE,SE-BD,Kiruna,ESNQ,KRN,,"20.336799621582, 67.821998596191"
ESNS,medium_airport,SkellefteÃ¥ Airport,157.0,EU,SE,SE-AC,SkellefteÃ¥,ESNS,SFT,,"21.076900482177734, 64.62480163574219"
ESNU,medium_airport,UmeÃ¥ Airport,24.0,EU,SE,SE-AC,UmeÃ¥,ESNU,UME,,"20.282800674438, 63.791801452637"
ESNV,medium_airport,Vilhelmina Airport,1140.0,EU,SE,SE-AC,,ESNV,VHM,,"16.833599090576172, 64.5791015625"
ESNX,medium_airport,Arvidsjaur Airport,1245.0,EU,SE,SE-BD,Arvidsjaur,ESNX,AJR,,"19.28190040588379, 65.59030151367188"
ESNY,medium_airport,SÃ¶derhamn Airport,88.0,EU,SE,SE-X,SÃ¶derhamn,ESNY,SOO,,"17.09910011291504, 61.26150131225586"
ESNZ,medium_airport,Ãre Ãstersund Airport,1233.0,EU,SE,SE-Z,Ãstersund,ESNZ,OSD,,"14.50030040741, 63.194400787354"
ESOE,medium_airport,Ãrebro Airport,188.0,EU,SE,SE-T,Ãrebro,ESOE,ORB,,"15.038000106811523, 59.22370147705078"
ESOH,medium_airport,Hagfors Airport,474.0,EU,SE,SE-S,,ESOH,HFS,,"13.578900337219238, 60.02009963989258"
ESOK,medium_airport,Karlstad Airport,352.0,EU,SE,SE-S,Karlstad,ESOK,KSD,,"13.337400436400001, 59.444698333699996"
ESOW,medium_airport,Stockholm VÃ¤sterÃ¥s Airport,21.0,EU,SE,SE-U,Stockholm / VÃ¤sterÃ¥s,ESOW,VST,,"16.63360023498535, 59.58940124511719"
ESP,closed,Birchwood-Pocono Airport,965.0,,US,US-PA,East Stroudsburg,,ESP,,"-75.2521, 41.0643"
ESPA,large_airport,LuleÃ¥ Airport,65.0,EU,SE,SE-BD,LuleÃ¥,ESPA,LLA,,"22.121999740601, 65.543800354004"
ESSA,large_airport,Stockholm-Arlanda Airport,137.0,EU,SE,SE-AB,Stockholm,ESSA,ARN,,"17.918600082397, 59.651901245117"
ESSB,medium_airport,Stockholm-Bromma Airport,47.0,EU,SE,SE-AB,Stockholm,ESSB,BMA,,"17.941699981689453, 59.354400634765625"
ESSD,medium_airport,Borlange Airport,503.0,EU,SE,SE-W,,ESSD,BLE,,"15.515199661254883, 60.422000885009766"
ESSF,small_airport,Hultsfred Airport,366.0,EU,SE,SE-H,,ESSF,HLF,,"15.8233, 57.525799"
ESSK,medium_airport,GÃ¤vle Sandviken Airport,224.0,EU,SE,SE-X,GÃ¤vle / Sandviken,ESSK,GVX,,"16.951400756835938, 60.593299865722656"
ESSL,medium_airport,LinkÃ¶ping City Airport,172.0,EU,SE,SE-E,LinkÃ¶ping,ESSL,LPI,,"15.680500030500001, 58.4062004089"
ESSP,medium_airport,NorrkÃ¶ping Airport,32.0,EU,SE,SE-E,NorrkÃ¶ping,ESSP,NRK,,"16.250600814819336, 58.586299896240234"
ESST,medium_airport,Torsby Airport,393.0,EU,SE,SE-S,,ESST,TYF,,"12.991299629199998, 60.1576004028"
ESSU,medium_airport,Eskilstuna Airport,139.0,EU,SE,SE-D,Eskilstuna,ESSU,EKT,,"16.70840072631836, 59.35110092163086"
ESSV,medium_airport,Visby Airport,164.0,EU,SE,SE-I,Visby,ESSV,VBY,,"18.346200942993, 57.662799835205"
ESSW,small_airport,VÃ¤stervik Airport,,EU,SE,SE-H,VÃ¤stervik,ESSW,VVK,,"16.52359962463379, 57.779998779296875"
ESTA,medium_airport,Ãngelholm-Helsingborg Airport,68.0,EU,SE,SE-M,Ãngelholm,ESTA,AGH,,"12.847100257873535, 56.29610061645508"
ESUD,medium_airport,Storuman Airport,915.0,EU,SE,SE-AC,,ESUD,SQO,,"17.69659996032715, 64.96089935302734"
ESUE,small_airport,Idre Airport,,EU,SE,SE-W,Idre,ESUE,IDB,,"12.689399719238281, 61.86970138549805"
ESUP,medium_airport,Pajala Airport,542.0,EU,SE,SE-BD,,ESUP,PJA,,"23.068899154663086, 67.24559783935547"
ESUT,medium_airport,Hemavan Airport,1503.0,EU,SE,SE-AC,Hemavan,ESUT,HMV,,"15.0828, 65.806099"
EVDA,medium_airport,Daugavpils Intrenational Airport,398.0,EU,LV,LV-DA,Daugavpils,EVDA,DGP,,"26.6650009155, 55.944721221900004"
EVLA,medium_airport,LiepÄja International Airport,16.0,EU,LV,LV-LE,LiepÄja,EVLA,LPX,,"21.096900939941406, 56.51750183105469"
EVRA,large_airport,Riga International Airport,36.0,EU,LV,LV-RIX,Riga,EVRA,RIX,,"23.971099853515625, 56.92359924316406"
EVVA,medium_airport,Ventspils International Airport,19.0,EU,LV,LV-VEN,Ventspils,EVVA,VNT,,"21.5442008972, 57.35779953"
EYKA,medium_airport,Kaunas International Airport,256.0,EU,LT,LT-KU,Kaunas,EYKA,KUN,,"24.084800720214844, 54.96390151977539"
EYPA,medium_airport,Palanga International Airport,33.0,EU,LT,LT-KL,Palanga,EYPA,PLQ,,"21.093900680541992, 55.973201751708984"
EYPP,medium_airport,PanevÄÅ¾ys Air Base,197.0,EU,LT,LT-PN,PanevÄÅ¾ys,EYPP,PNV,,"24.460800170898438, 55.729400634765625"
EYSA,medium_airport,Å iauliai International Airport,443.0,EU,LT,LT-SA,Å iauliai,EYSA,SQQ,,"23.395000457763672, 55.89390182495117"
EYVI,large_airport,Vilnius International Airport,648.0,EU,LT,LT-VL,Vilnius,EYVI,VNO,,"25.285801, 54.634102"
LEAB,medium_airport,Albacete-Los Llanos Airport,2302.0,EU,ES,ES-CM,Albacete,LEAB,ABC,,"-1.8635200262099998, 38.9485015869"
LEAL,large_airport,Alicante International Airport,142.0,EU,ES,ES-V,Alicante,LEAL,ALC,,"-0.5581560134887695, 38.28219985961914"
LEAM,medium_airport,AlmerÃ­a International Airport,70.0,EU,ES,ES-AN,AlmerÃ­a,LEAM,LEI,,"-2.3701000213623047, 36.84389877319336"
LEAS,medium_airport,Asturias Airport,416.0,EU,ES,ES-O,RanÃ³n,LEAS,OVD,,"-6.0346198081970215, 43.5635986328125"
LEBA,medium_airport,CÃ³rdoba Airport,297.0,EU,ES,ES-AN,CÃ³rdoba,LEBA,ODB,,"-4.848879814147949, 37.84199905395508"
LEBB,medium_airport,Bilbao Airport,138.0,EU,ES,ES-PV,Bilbao,LEBB,BIO,,"-2.9106099605560303, 43.30110168457031"
LEBG,medium_airport,Burgos Airport,2945.0,EU,ES,ES-CL,Burgos,LEBG,RGS,,"-3.62076, 42.357601"
LEBL,large_airport,Barcelona International Airport,12.0,EU,ES,ES-CT,Barcelona,LEBL,BCN,,"2.07846, 41.2971"
LEBZ,medium_airport,Badajoz Airport,609.0,EU,ES,ES-EX,Badajoz,LEBZ,BJZ,,"-6.8213300704956055, 38.891300201416016"
LECH,medium_airport,CastellÃ³n-Costa Azahar Airport,1145.0,EU,ES,ES-CS,CastellÃ³n de la Plana,LECH,CDT,,"0.073333, 40.213889"
LECO,medium_airport,A CoruÃ±a Airport,326.0,EU,ES,ES-GA,Culleredo,LECO,LCG,,"-8.37726, 43.302101"
LECU,medium_airport,Cuatro Vientos Airport,2269.0,EU,ES,ES-M,Madrid,LECU,ECV,,"-3.78514, 40.370701"
LEDA,medium_airport,Lleida-Alguaire Airport,1152.0,EU,ES,ES-CT,Lleida,LEDA,ILD,,"0.535023, 41.728185"
LEGE,medium_airport,Girona Airport,468.0,EU,ES,ES-GE,Girona,LEGE,GRO,,"2.7605500221, 41.901000977"
LEGR,medium_airport,Federico Garcia Lorca Airport,1860.0,EU,ES,ES-AN,Granada,LEGR,GRX,,"-3.777359962463379, 37.18870162963867"
LEHC,small_airport,Huesca/Pirineos Airport,1768.0,EU,ES,ES-AR,Monflorite/AlcalÃ¡ del Obispo,LEHC,HSK,,"-0.316666990519, 42.0760993958"
LEIB,medium_airport,Ibiza Airport,24.0,EU,ES,ES-PM,Ibiza,LEIB,IBZ,,"1.3731199502899998, 38.872898101800004"
LEJR,medium_airport,Jerez Airport,93.0,EU,ES,ES-AN,Jerez de la Forntera,LEJR,XRY,,"-6.060110092163086, 36.744598388671875"
LELC,medium_airport,San Javier Airport,11.0,EU,ES,ES-MU,San Javier,LELC,MJV,,"-0.8123890161514282, 37.775001525878906"
LELL,small_airport,Sabadell Airport,485.0,EU,ES,ES-CT,Sabadell,LELL,QSA,,"2.1050798892974854, 41.52090072631836"
LELN,medium_airport,Leon Airport,3006.0,EU,ES,ES-CL,LeÃ³n,LELN,LEN,,"-5.65556001663208, 42.5890007019043"
LELO,small_airport,LogroÃ±o-Agoncillo Airport,1161.0,EU,ES,ES-LO,LogroÃ±o,LERJ,RJL,,"-2.32223510742, 42.4609534888"
LEMD,large_airport,Adolfo SuÃ¡rez MadridâBarajas Airport,1998.0,EU,ES,ES-M,Madrid,LEMD,MAD,,"-3.56264, 40.471926"
LEMG,large_airport,MÃ¡laga Airport,53.0,EU,ES,ES-AN,MÃ¡laga,LEMG,AGP,,"-4.499110221862793, 36.67490005493164"
LEMH,medium_airport,Menorca Airport,302.0,EU,ES,ES-PM,Menorca Island,LEMH,MAH,,"4.218649864196777, 39.86259841918945"
LEMO,medium_airport,Moron Air Base,285.0,EU,ES,ES-AN,MorÃ³n,LEMO,OZP,,"-5.615940093994141, 37.17490005493164"
LEO,small_airport,Lekoni Airport,2036.0,AF,GA,GA-2,Lekoni,,LEO,,"14.2878, -1.5724"
LEPA,large_airport,Palma De Mallorca Airport,27.0,EU,ES,ES-PM,Palma De Mallorca,LEPA,PMI,,"2.73881006241, 39.551700592"
LEPP,medium_airport,Pamplona Airport,1504.0,EU,ES,ES-NA,Pamplona,LEPP,PNA,,"-1.6463299989700317, 42.77000045776367"
LERL,closed,Ciudad Real Central Airport,,EU,ES,ES-CM,Ciudad Real,LERL,CQM,,"-3.97, 38.8563888889"
LERS,medium_airport,Reus Air Base,233.0,EU,ES,ES-CT,Reus,LERS,REU,,"1.1671700477600098, 41.14739990234375"
LERT,medium_airport,Rota Naval Station Airport,86.0,EU,ES,ES-AN,Rota,LERT,ROZ,,"-6.34946012497, 36.645198822"
LESA,medium_airport,Salamanca Airport,2595.0,EU,ES,ES-CL,Salamanca,LESA,SLM,,"-5.501989841461182, 40.95209884643555"
LESO,medium_airport,San Sebastian Airport,16.0,EU,ES,ES-PV,Hondarribia,LESO,EAS,,"-1.7906099557876587, 43.35649871826172"
LEST,large_airport,Santiago de Compostela Airport,1213.0,EU,ES,ES-GA,Santiago de Compostela,LEST,SCQ,,"-8.415140151977539, 42.89630126953125"
LESU,small_airport,Pirineus - la Seu d'Urgel Airport,2625.0,EU,ES,ES-CT,La Seu d'Urgell Pyrenees and Andorra,LESU,LEU,,"1.40917, 42.3386"
LETL,medium_airport,Teruel Airport,3380.0,EU,ES,ES-AR,Teruel,LETL,TEV,,"-1.2183, 40.403"
LETO,medium_airport,TorrejÃ³n Airport,2026.0,EU,ES,ES-M,Madrid,LETO,TOJ,,"-3.4458699226379395, 40.496700286865234"
LEVC,medium_airport,Valencia Airport,240.0,EU,ES,ES-V,Valencia,LEVC,VLC,,"-0.481625, 39.4893"
LEVD,medium_airport,Valladolid Airport,2776.0,EU,ES,ES-CL,Valladolid,LEVD,VLL,,"-4.85194015503, 41.7061004639"
LEVT,medium_airport,Vitoria/Foronda Airport,1682.0,EU,ES,ES-PV,Alava,LEVT,VIT,,"-2.7244699001312256, 42.8828010559082"
LEVX,medium_airport,Vigo Airport,856.0,EU,ES,ES-GA,Vigo,LEVX,VGO,,"-8.62677001953125, 42.2318000793457"
LEXJ,medium_airport,Santander Airport,16.0,EU,ES,ES-S,Santander,LEXJ,SDR,,"-3.82000994682312, 43.427101135253906"
LEZG,medium_airport,Zaragoza Air Base,863.0,EU,ES,ES-AR,Zaragoza,LEZG,ZAZ,,"-1.0415500402450562, 41.66619873046875"
LEZL,medium_airport,Sevilla Airport,112.0,EU,ES,ES-AN,Sevilla,LEZL,SVQ,,"-5.8931097984313965, 37.417999267578125"
LFAB,small_airport,St Aubin Airport,344.0,EU,FR,FR-NOR,Dieppe,LFAB,DPE,,"1.085279941558838, 49.88249969482422"
LFAC,medium_airport,Calais-Dunkerque Airport,12.0,EU,FR,FR-HDF,Calais/Dunkerque,LFAC,CQF,,"1.954759955406189, 50.962100982666016"
LFAQ,small_airport,Albert-Bray Airport,364.0,EU,FR,FR-HDF,Albert/Bray,LFAQ,BYF,,"2.69765996933, 49.9715003967"
LFAT,medium_airport,Le Touquet-CÃ´te d'Opale Airport,36.0,EU,FR,FR-HDF,Le Touquet-Paris-Plage,LFAT,LTQ,,"1.6205899715423584, 50.517398834228516"
LFAV,medium_airport,Valenciennes-Denain Airport,165.0,EU,FR,FR-HDF,Valenciennes/Denain,LFAV,XVS,,"3.46126, 50.325802"
LFBA,medium_airport,Agen-La Garenne Airport,204.0,EU,FR,FR-NAQ,Agen/La Garenne,LFBA,AGF,,"0.5905560255050659, 44.17470169067383"
LFBD,large_airport,Bordeaux-MÃ©rignac Airport,162.0,EU,FR,FR-NAQ,Bordeaux/MÃ©rignac,LFBD,BOD,,"-0.715556025505, 44.828300476100004"
LFBE,medium_airport,Bergerac-RoumaniÃ¨re Airport,171.0,EU,FR,FR-NAQ,Bergerac/RoumaniÃ¨re,LFBE,EGC,,"0.5186110138893127, 44.82529830932617"
LFBG,medium_airport,Cognac-ChÃ¢teaubernard (BA 709) Air Base,102.0,EU,FR,FR-NAQ,Cognac/ChÃ¢teaubernard,LFBG,CNG,,"-0.3174999952316284, 45.65829849243164"
LFBH,medium_airport,La Rochelle-Ãle de RÃ© Airport,74.0,EU,FR,FR-NAQ,La Rochelle/Ãle de RÃ©,LFBH,LRH,,"-1.1952799558639526, 46.17919921875"
LFBI,medium_airport,Poitiers-Biard Airport,423.0,EU,FR,FR-NAQ,Poitiers/Biard,LFBI,PIS,,"0.30666598677635193, 46.58769989013672"
LFBK,medium_airport,MontluÃ§on-GuÃ©ret Airport,1497.0,EU,FR,FR-NAQ,MontluÃ§on/GuÃ©ret,LFBK,MCU,,"2.363960027694702, 46.222599029541016"
LFBL,medium_airport,Limoges Airport,1300.0,EU,FR,FR-NAQ,Limoges/Bellegarde,LFBL,LIG,,"1.1794400215148926, 45.86280059814453"
LFBN,medium_airport,Niort-SouchÃ© Airport,203.0,EU,FR,FR-NAQ,Niort/SouchÃ©,LFBN,NIT,,"-0.394529, 46.313477"
LFBO,large_airport,Toulouse-Blagnac Airport,499.0,EU,FR,FR-OCC,Toulouse/Blagnac,LFBO,TLS,,"1.36382, 43.629101"
LFBP,medium_airport,Pau PyrÃ©nÃ©es Airport,616.0,EU,FR,FR-NAQ,Pau/PyrÃ©nÃ©es (Uzein),LFBP,PUF,,"-0.41861099004745483, 43.380001068115234"
LFBT,medium_airport,Tarbes-Lourdes-PyrÃ©nÃ©es Airport,1260.0,EU,FR,FR-OCC,Tarbes/Lourdes/PyrÃ©nÃ©es,LFBT,LDE,,"-0.006438999902456999, 43.1786994934082"
LFBU,medium_airport,AngoulÃªme-Brie-Champniers Airport,436.0,EU,FR,FR-NAQ,AngoulÃªme/Brie/Champniers,LFBU,ANG,,"0.22145600616931915, 45.72919845581055"
LFBX,medium_airport,PÃ©rigueux-Bassillac Airport,328.0,EU,FR,FR-NAQ,PÃ©rigueux/Bassillac,LFBX,PGX,,"0.815555989742279, 45.19810104370117"
LFBY,small_airport,Dax Seyresse Airport,106.0,EU,FR,FR-NAQ,Perigueux,LFBY,XDA,,"-1.0688899755477905, 43.68920135498047"
LFBZ,medium_airport,Biarritz-Anglet-Bayonne Airport,245.0,EU,FR,FR-NAQ,Biarritz/Anglet/Bayonne,LFBZ,BIQ,,"-1.5311111, 43.4683333"
LFCC,medium_airport,Cahors-Lalbenque Airport,912.0,EU,FR,FR-OCC,Cahors/Lalbenque,LFCC,ZAO,,"1.4752800464630127, 44.35139846801758"
LFCI,medium_airport,Albi-Le SÃ©questre Airport,564.0,EU,FR,FR-OCC,Albi/Le SÃ©questre,LFCI,LBI,,"2.1130599975585938, 43.91389846801758"
LFCK,medium_airport,Castres-Mazamet Airport,788.0,EU,FR,FR-OCC,Castres/Mazamet,LFCK,DCM,,"2.289180040359497, 43.55630111694336"
LFCR,medium_airport,Rodez-Marcillac Airport,1910.0,EU,FR,FR-OCC,Rodez/Marcillac,LFCR,RDZ,,"2.4826700687408447, 44.407901763916016"
LFCY,medium_airport,Royan-MÃ©dis Airport,72.0,EU,FR,FR-NAQ,Royan/MÃ©dis,LFCY,RYN,,"-0.9725000262260437, 45.62810134887695"
LFDN,medium_airport,Rochefort-Saint-Agnant (BA 721) Airport,60.0,EU,FR,FR-NAQ,Rochefort/Saint-Agnant,LFDN,RCO,,"-0.9830560088157654, 45.88779830932617"
LFEY,medium_airport,Ãle d'Yeu Airport,79.0,EU,FR,FR-PDL,Ãle d'Yeu,LFEY,IDY,,"-2.3911099433898926, 46.71860122680664"
LFGA,medium_airport,Colmar-Houssen Airport,628.0,EU,FR,FR-GES,Colmar/Houssen,LFGA,CMR,,"7.359010219573975, 48.109901428222656"
LFGJ,medium_airport,Dole-Tavaux Airport,645.0,EU,FR,FR-BFC,Dole/Tavaux,LFGJ,DLE,,"5.435063, 47.042686"
LFHM,small_airport,MegÃ¨ve Altiport,4823.0,EU,FR,FR-ARA,MegÃ¨ve,LFHM,MVV,,"6.649406, 45.823005"
LFHO,medium_airport,Aubenas-ArdÃ¨che MÃ©ridional Airport,923.0,EU,FR,FR-ARA,Aubenas/ArdÃ¨che MÃ©ridional,LFHO,OBS,,"4.372192, 44.544203"
LFHP,medium_airport,Le Puy-Loudes Airport,2731.0,EU,FR,FR-ARA,Le Puy/Loudes,LFHP,LPY,,"3.762890100479126, 45.0806999206543"
LFHU,small_airport,Altiport L'Alpe d'Huez - Henri GIRAUD,6102.0,EU,FR,FR-ARA,L'Alpe d'Huez,LFHU,AHZ,,"6.08472, 45.088299"
LFJL,medium_airport,Metz-Nancy-Lorraine Airport,870.0,EU,FR,FR-GES,Metz / Nancy,LFJL,ETZ,,"6.25131988525, 48.9821014404"
LFJR,medium_airport,Angers-Loire Airport,194.0,EU,FR,FR-PDL,Angers/MarcÃ©,LFJR,ANE,,"-0.312222, 47.560299"
LFKB,medium_airport,Bastia-Poretta Airport,26.0,EU,FR,FR-COR,Bastia/Poretta,LFKB,BIA,,"9.48373031616211, 42.55270004272461"
LFKC,medium_airport,Calvi-Sainte-Catherine Airport,209.0,EU,FR,FR-COR,Calvi/Sainte-Catherine,LFKC,CLY,,"8.7930556, 42.5244444"
LFKF,medium_airport,Figari Sud-Corse Airport,87.0,EU,FR,FR-COR,Figari Sud-Corse,LFKF,FSC,,"9.097780227661133, 41.5005989074707"
LFKJ,medium_airport,Ajaccio-NapolÃ©on Bonaparte Airport,18.0,EU,FR,FR-COR,Ajaccio/NapolÃ©on Bonaparte,LFKJ,AJA,,"8.8029203414917, 41.92359924316406"
LFKO,small_airport,Propriano Airport,13.0,EU,FR,FR-COR,Propriano,LFKO,PRP,,"8.889749526977539, 41.66059875488281"
LFKS,medium_airport,Solenzara (BA 126) Air Base,28.0,EU,FR,FR-COR,Solenzara,LFKS,SOZ,,"9.406000137329102, 41.924400329589844"
LFKX,small_airport,MÃ©ribel Altiport,5636.0,EU,FR,FR-ARA,,LFKX,MFX,,"6.577942, 45.407003"
LFLA,medium_airport,Auxerre-Branches Airport,523.0,EU,FR,FR-BFC,Auxerre/Branches,LFLA,AUF,,"3.497109889984131, 47.85020065307617"
LFLB,medium_airport,ChambÃ©ry-Savoie Airport,779.0,EU,FR,FR-ARA,ChambÃ©ry/Aix-les-Bains,LFLB,CMF,,"5.880229949951172, 45.638099670410156"
LFLC,medium_airport,Clermont-Ferrand Auvergne Airport,1090.0,EU,FR,FR-ARA,Clermont-Ferrand/Auvergne,LFLC,CFE,,"3.1691699028, 45.7867012024"
LFLD,medium_airport,Bourges Airport,529.0,EU,FR,FR-CVL,Bourges,LFLD,BOU,,"2.3702800273895264, 47.058101654052734"
LFLI,medium_airport,Annemasse Airport,1620.0,EU,FR,FR-ARA,Annemasse,LFLI,QNJ,,"6.268390178680001, 46.1920013428"
LFLJ,small_airport,Courchevel Airport,6583.0,EU,FR,FR-ARA,Courchevel,LFLJ,CVF,,"6.63472, 45.396702"
LFLL,large_airport,Lyon Saint-ExupÃ©ry Airport,821.0,EU,FR,FR-ARA,Lyon,LFLL,LYS,,"5.081111, 45.725556"
LFLN,medium_airport,Saint-Yan Airport,796.0,EU,FR,FR-BFC,Saint-Yan,LFLN,SYT,,"4.0132598876953125, 46.412498474121094"
LFLO,medium_airport,Roanne-Renaison Airport,1106.0,EU,FR,FR-ARA,Roanne/Renaison,LFLO,RNE,,"4.001389980316162, 46.05830001831055"
LFLP,medium_airport,Annecy-Haute-Savoie-Mont Blanc Airport,1521.0,EU,FR,FR-ARA,Annecy/Meythet,LFLP,NCY,,"6.1063889, 45.9308333"
LFLS,medium_airport,Grenoble-IsÃ¨re Airport,1302.0,EU,FR,FR-U-A,Saint-Ãtienne-de-Saint-Geoirs,LFLS,GNB,,"5.32937, 45.3629"
LFLU,medium_airport,Valence-Chabeuil Airport,525.0,EU,FR,FR-ARA,Valence/Chabeuil,LFLU,VAF,,"4.9699, 44.9216"
LFLV,medium_airport,Vichy-Charmeil Airport,817.0,EU,FR,FR-ARA,Vichy/Charmeil,LFLV,VHY,,"3.4037399291992188, 46.169700622558594"
LFLW,medium_airport,Aurillac Airport,2096.0,EU,FR,FR-ARA,Aurillac,LFLW,AUR,,"2.4219400882720947, 44.89139938354492"
LFLX,medium_airport,"ChÃ¢teauroux-DÃ©ols ""Marcel Dassault"" Airport",529.0,EU,FR,FR-CVL,ChÃ¢teauroux/DÃ©ols,LFLX,CHR,,"1.721111, 46.860278"
LFLY,medium_airport,Lyon-Bron Airport,659.0,EU,FR,FR-ARA,Lyon/Bron,LFLY,LYN,,"4.944270133972168, 45.72719955444336"
LFMD,medium_airport,Cannes-Mandelieu Airport,13.0,EU,FR,FR-PAC,Cannes/Mandelieu,LFMD,CEQ,,"6.95348, 43.542"
LFMH,medium_airport,Saint-Ãtienne-BouthÃ©on Airport,1325.0,EU,FR,FR-ARA,Saint-Ãtienne/BouthÃ©on,LFMH,EBU,,"4.296390056610107, 45.54059982299805"
LFMK,medium_airport,Carcassonne Airport,433.0,EU,FR,FR-OCC,Carcassonne/Salvaza,LFMK,CCF,,"2.3063199520111084, 43.215999603271484"
LFML,large_airport,Marseille Provence Airport,74.0,EU,FR,FR-PAC,Marseille,LFML,MRS,,"5.22142410278, 43.439271922"
LFMN,large_airport,Nice-CÃ´te d'Azur Airport,12.0,EU,FR,FR-PAC,Nice,LFMN,NCE,,"7.215869903560001, 43.6584014893"
LFMO,medium_airport,Orange-Caritat (BA 115) Air Base,197.0,EU,FR,FR-PAC,Orange/Caritat,LFMO,XOG,,"4.866720199584961, 44.140499114990234"
LFMP,medium_airport,Perpignan-Rivesaltes (LlabanÃ¨re) Airport,144.0,EU,FR,FR-OCC,Perpignan/Rivesaltes,LFMP,PGF,,"2.8706700801849365, 42.74039840698242"
LFMQ,medium_airport,Le Castellet Airport,1391.0,EU,FR,FR-PAC,Le Castellet,LFMQ,CTT,,"5.785190105438232, 43.252498626708984"
LFMR,small_airport,Barcelonnette - Saint-Pons Airport,3714.0,EU,FR,FR-PAC,Le Castellet,LFMR,BAE,,"6.609186, 44.387198"
LFMT,medium_airport,Montpellier-MÃ©diterranÃ©e Airport,17.0,EU,FR,FR-OCC,Montpellier/MÃ©diterranÃ©e,LFMT,MPL,,"3.96301007270813, 43.57619857788086"
LFMU,medium_airport,BÃ©ziers-Vias Airport,56.0,EU,FR,FR-OCC,BÃ©ziers/Vias,LFMU,BZR,,"3.3538999557495117, 43.32350158691406"
LFMV,medium_airport,Avignon-Caumont Airport,124.0,EU,FR,FR-PAC,Avignon/Caumont,LFMV,AVN,,"4.901830196380615, 43.90729904174805"
LFNA,small_airport,Gap - Tallard Airfield,1986.0,EU,FR,FR-PAC,,LFNA,GAT,,"6.03778, 44.455002"
LFNB,medium_airport,Mende-Brenoux Airfield,3362.0,EU,FR,FR-OCC,Mende/BrÃ©noux,LFNB,MEN,,"3.53282, 44.502102"
LFNC,small_airport,Mont-Dauphin - St-CrÃ©pin Airport,2963.0,EU,FR,FR-PAC,Mende,LFNC,SCP,,"6.60028, 44.701698"
LFOB,medium_airport,Paris Beauvais TillÃ© Airport,359.0,EU,FR,FR-HDF,Beauvais/TillÃ©,LFOB,BVA,,"2.1127800941467285, 49.45439910888672"
LFOE,medium_airport,Ãvreux-Fauville (BA 105) Air Base,464.0,EU,FR,FR-NOR,Ãvreux/Fauville,LFOE,EVX,,"1.2198599576950073, 49.02870178222656"
LFOH,medium_airport,Le Havre Octeville Airport,313.0,EU,FR,FR-NOR,Le Havre/Octeville,LFOH,LEH,,"0.08805599808692932, 49.53390121459961"
LFOJ,medium_airport,OrlÃ©ans-Bricy (BA 123) Air Base,412.0,EU,FR,FR-CVL,OrlÃ©ans/Bricy,LFOJ,ORE,,"1.7605600357100002, 47.9878005981"
LFOK,medium_airport,ChÃ¢lons-Vatry Airport,587.0,EU,FR,FR-GES,Vatry,LFOK,XCR,,"4.206111111, 48.7733333333"
LFOO,small_airport,Les Sables-d'Olonne Talmont Airport,105.0,EU,FR,FR-PDL,Les Sables-d'Olonne,LFOO,LSO,,"-1.7227799892425537, 46.476898193359375"
LFOP,medium_airport,Rouen Airport,512.0,EU,FR,FR-NOR,Rouen/VallÃ©e de Seine,LFOP,URO,,"1.1748000383377075, 49.38420104980469"
LFOT,medium_airport,Tours-Val-de-Loire Airport,357.0,EU,FR,FR-CVL,Tours/Val de Loire (Loire Valley),LFOT,TUF,,"0.727605998516, 47.4322013855"
LFOU,medium_airport,Cholet Le Pontreau Airport,443.0,EU,FR,FR-PDL,Cholet/Le Pontreau,LFOU,CET,,"-0.8770639896392822, 47.08209991455078"
LFOV,medium_airport,Laval-Entrammes Airport,330.0,EU,FR,FR-PDL,Laval/Entrammes,LFOV,LVA,,"-0.7429860234260559, 48.03139877319336"
LFPB,medium_airport,Paris-Le Bourget Airport,218.0,EU,FR,FR-IDF,Paris,LFPB,LBG,,"2.441390037536621, 48.969398498535156"
